road_id,accident_id,road_type,lighting,road_condition,response_time
R3123,3123,Expressway,No Light,Wet,<10 min
R3124,3124,City Road,Dim Light,Damaged,20-30 min
R3125,3125,Rural Road,Dim Light,Damaged,<10 min
R3126,3126,City Road,Dim Light,Wet,>30 min
R3127,3127,Rural Road,Daylight,Wet,<10 min
R3128,3128,Rural Road,Daylight,Under Construction,20-30 min
R3129,3129,City Road,Dim Light,Under Construction,<10 min
R3130,3130,City Road,No Light,Wet,10-20 min
R3131,3131,Expressway,Street Light,Under Construction,10-20 min
R3132,3132,City Road,No Light,Damaged,10-20 min
R3133,3133,Rural Road,Street Light,Under Construction,<10 min
R3134,3134,City Road,Dim Light,Under Construction,20-30 min
R3135,3135,Rural Road,Street Light,Wet,10-20 min
R3136,3136,Highway,Dim Light,Dry,10-20 min
R3137,3137,City Road,Daylight,Dry,20-30 min
R3138,3138,Rural Road,Daylight,Dry,<10 min
R3139,3139,City Road,Street Light,Wet,20-30 min
R3140,3140,Rural Road,Dim Light,Under Construction,<10 min
R3141,3141,Expressway,No Light,Damaged,>30 min
R3142,3142,Expressway,Dim Light,Dry,<10 min
R3143,3143,Highway,Daylight,Damaged,<10 min
R3144,3144,Highway,No Light,Dry,>30 min
R3145,3145,City Road,Daylight,Damaged,<10 min
R3146,3146,Expressway,Dim Light,Dry,20-30 min
R3147,3147,Expressway,Daylight,Damaged,>30 min
R3148,3148,City Road,Street Light,Wet,>30 min
R3149,3149,City Road,Street Light,Under Construction,>30 min
R3150,3150,City Road,Street Light,Wet,<10 min
R3151,3151,City Road,Street Light,Damaged,10-20 min
R3152,3152,Highway,Dim Light,Damaged,20-30 min
R3153,3153,Expressway,No Light,Under Construction,<10 min
R3154,3154,Expressway,Street Light,Wet,10-20 min
R3155,3155,Expressway,Daylight,Damaged,>30 min
R3156,3156,City Road,No Light,Damaged,>30 min
R3157,3157,City Road,No Light,Wet,<10 min
R3158,3158,Expressway,No Light,Dry,20-30 min
R3159,3159,Highway,Daylight,Damaged,<10 min
R3160,3160,Highway,Dim Light,Wet,10-20 min
R3161,3161,Highway,No Light,Dry,10-20 min
R3162,3162,Rural Road,Street Light,Dry,10-20 min
R3163,3163,Highway,No Light,Dry,20-30 min
R3164,3164,City Road,Dim Light,Under Construction,<10 min
R3165,3165,Highway,Daylight,Wet,>30 min
R3166,3166,Highway,Dim Light,Wet,<10 min
R3167,3167,Expressway,Street Light,Dry,<10 min
R3168,3168,Highway,Daylight,Wet,20-30 min
R3169,3169,Expressway,No Light,Damaged,10-20 min
R3170,3170,Rural Road,Dim Light,Wet,20-30 min
R3171,3171,Rural Road,Dim Light,Damaged,20-30 min
R3172,3172,Expressway,Dim Light,Damaged,>30 min
R3173,3173,Highway,No Light,Damaged,10-20 min
R3174,3174,Expressway,Street Light,Wet,10-20 min
R3175,3175,Highway,Dim Light,Damaged,<10 min
R3176,3176,City Road,Dim Light,Under Construction,<10 min
R3177,3177,Highway,Street Light,Under Construction,10-20 min
R3178,3178,Highway,Street Light,Damaged,>30 min
R3179,3179,City Road,Daylight,Under Construction,10-20 min
R3180,3180,City Road,Dim Light,Damaged,10-20 min
R3181,3181,Highway,Dim Light,Under Construction,<10 min
R3182,3182,City Road,No Light,Damaged,10-20 min
R3183,3183,Expressway,No Light,Dry,>30 min
R3184,3184,Highway,Dim Light,Dry,<10 min
R3185,3185,Expressway,Street Light,Wet,<10 min
R3186,3186,Highway,No Light,Dry,>30 min
R3187,3187,Expressway,Street Light,Under Construction,<10 min
R3188,3188,Rural Road,Dim Light,Under Construction,>30 min
R3189,3189,Highway,Street Light,Damaged,>30 min
R3190,3190,Rural Road,Dim Light,Dry,<10 min
R3191,3191,Rural Road,Daylight,Under Construction,<10 min
R3192,3192,Highway,Street Light,Wet,<10 min
R3193,3193,Rural Road,Dim Light,Dry,>30 min
R3194,3194,City Road,Dim Light,Damaged,>30 min
R3195,3195,City Road,Street Light,Damaged,10-20 min
R3196,3196,Expressway,No Light,Under Construction,10-20 min
R3197,3197,Highway,No Light,Under Construction,>30 min
R3198,3198,Rural Road,Street Light,Wet,<10 min
R3199,3199,Expressway,Daylight,Dry,10-20 min
R3200,3200,Rural Road,No Light,Wet,20-30 min
R3201,3201,Expressway,No Light,Wet,20-30 min
R3202,3202,Highway,No Light,Wet,20-30 min
R3203,3203,Rural Road,Dim Light,Under Construction,20-30 min
R3204,3204,Expressway,No Light,Under Construction,<10 min
R3205,3205,Highway,No Light,Damaged,10-20 min
R3206,3206,Expressway,Daylight,Dry,>30 min
R3207,3207,Rural Road,Dim Light,Wet,<10 min
R3208,3208,Expressway,No Light,Damaged,10-20 min
R3209,3209,City Road,No Light,Damaged,>30 min
R3210,3210,Expressway,Dim Light,Wet,<10 min
R3211,3211,Highway,Daylight,Dry,10-20 min
R3212,3212,Highway,Dim Light,Wet,10-20 min
R3213,3213,Expressway,Daylight,Under Construction,<10 min
R3214,3214,City Road,Street Light,Under Construction,<10 min
R3215,3215,Expressway,Dim Light,Under Construction,<10 min
R3216,3216,Highway,Dim Light,Damaged,>30 min
R3217,3217,City Road,Daylight,Wet,<10 min
R3218,3218,Highway,Dim Light,Damaged,20-30 min
R3219,3219,Expressway,Daylight,Dry,>30 min
R3220,3220,Expressway,No Light,Wet,<10 min
R3221,3221,City Road,Street Light,Damaged,20-30 min
R3222,3222,Highway,Daylight,Wet,10-20 min
R3223,3223,City Road,No Light,Dry,10-20 min
R3224,3224,Rural Road,Street Light,Under Construction,10-20 min
R3225,3225,Expressway,No Light,Damaged,>30 min
R3226,3226,Expressway,No Light,Dry,<10 min
R3227,3227,Expressway,No Light,Under Construction,20-30 min
R3228,3228,Expressway,Dim Light,Damaged,10-20 min
R3229,3229,City Road,Dim Light,Under Construction,10-20 min
R3230,3230,Highway,No Light,Dry,20-30 min
R3231,3231,Expressway,No Light,Dry,<10 min
R3232,3232,City Road,Daylight,Dry,10-20 min
R3233,3233,Rural Road,Daylight,Wet,10-20 min
R3234,3234,Highway,Daylight,Damaged,<10 min
R3235,3235,Rural Road,No Light,Damaged,<10 min
R3236,3236,Highway,Daylight,Under Construction,>30 min
R3237,3237,Rural Road,Daylight,Dry,10-20 min
R3238,3238,Expressway,Street Light,Wet,<10 min
R3239,3239,City Road,No Light,Wet,>30 min
R3240,3240,Rural Road,Street Light,Damaged,>30 min
R3241,3241,Rural Road,No Light,Wet,10-20 min
R3242,3242,Highway,No Light,Dry,<10 min
R3243,3243,Highway,No Light,Damaged,10-20 min
R3244,3244,Expressway,Street Light,Under Construction,20-30 min
R3245,3245,City Road,No Light,Wet,<10 min
R3246,3246,Expressway,Street Light,Wet,20-30 min
R3247,3247,Expressway,Daylight,Wet,10-20 min
R3248,3248,City Road,Daylight,Damaged,10-20 min
R3249,3249,City Road,Daylight,Wet,10-20 min
R3250,3250,Rural Road,Dim Light,Under Construction,10-20 min
R3251,3251,Highway,Street Light,Wet,20-30 min
R3252,3252,Rural Road,Street Light,Dry,>30 min
R3253,3253,Expressway,No Light,Damaged,<10 min
R3254,3254,Expressway,No Light,Damaged,>30 min
R3255,3255,Highway,Daylight,Wet,10-20 min
R3256,3256,Expressway,No Light,Under Construction,20-30 min
R3257,3257,Highway,Dim Light,Wet,<10 min
R3258,3258,City Road,Daylight,Wet,10-20 min
R3259,3259,Highway,Street Light,Damaged,>30 min
R3260,3260,Expressway,Daylight,Wet,10-20 min
R3261,3261,City Road,Daylight,Under Construction,<10 min
R3262,3262,Highway,Dim Light,Wet,10-20 min
R3263,3263,Rural Road,Daylight,Dry,<10 min
R3264,3264,Highway,Daylight,Dry,<10 min
R3265,3265,City Road,Street Light,Wet,>30 min
R3266,3266,Rural Road,No Light,Dry,10-20 min
R3267,3267,Rural Road,Daylight,Damaged,20-30 min
R3268,3268,Highway,No Light,Under Construction,10-20 min
R3269,3269,City Road,Dim Light,Wet,>30 min
R3270,3270,Rural Road,Dim Light,Damaged,<10 min
R3271,3271,Expressway,Daylight,Under Construction,<10 min
R3272,3272,Highway,Daylight,Under Construction,>30 min
R3273,3273,Expressway,No Light,Dry,20-30 min
R3274,3274,City Road,Dim Light,Dry,20-30 min
R3275,3275,Rural Road,Dim Light,Under Construction,>30 min
R3276,3276,City Road,Street Light,Under Construction,20-30 min
R3277,3277,Highway,Dim Light,Dry,20-30 min
R3278,3278,Expressway,No Light,Wet,<10 min
R3279,3279,Highway,No Light,Dry,<10 min
R3280,3280,Rural Road,No Light,Wet,<10 min
R3281,3281,Highway,Dim Light,Damaged,10-20 min
R3282,3282,City Road,Street Light,Damaged,10-20 min
R3283,3283,Highway,Street Light,Damaged,20-30 min
R3284,3284,City Road,No Light,Dry,10-20 min
R3285,3285,Rural Road,Street Light,Wet,20-30 min
R3286,3286,City Road,No Light,Wet,>30 min
R3287,3287,Rural Road,Daylight,Damaged,<10 min
R3288,3288,City Road,Daylight,Dry,>30 min
R3289,3289,Rural Road,Street Light,Wet,<10 min
R3290,3290,City Road,Dim Light,Under Construction,10-20 min
R3291,3291,Expressway,Daylight,Damaged,<10 min
R3292,3292,City Road,Street Light,Wet,20-30 min
R3293,3293,Rural Road,No Light,Damaged,10-20 min
R3294,3294,City Road,Daylight,Wet,<10 min
R3295,3295,City Road,Dim Light,Under Construction,10-20 min
R3296,3296,Highway,Daylight,Dry,20-30 min
R3297,3297,Rural Road,No Light,Under Construction,>30 min
R3298,3298,City Road,No Light,Wet,20-30 min
R3299,3299,City Road,No Light,Under Construction,20-30 min
R3300,3300,Rural Road,Street Light,Under Construction,20-30 min
R3301,3301,City Road,Daylight,Under Construction,20-30 min
R3302,3302,City Road,No Light,Under Construction,20-30 min
R3303,3303,Expressway,Dim Light,Damaged,<10 min
R3304,3304,City Road,Daylight,Dry,10-20 min
R3305,3305,Highway,Daylight,Wet,10-20 min
R3306,3306,Highway,Daylight,Damaged,>30 min
R3307,3307,Highway,Street Light,Dry,<10 min
R3308,3308,City Road,Dim Light,Wet,>30 min
R3309,3309,Highway,Street Light,Under Construction,>30 min
R3310,3310,Rural Road,Daylight,Dry,20-30 min
R3311,3311,Rural Road,Street Light,Dry,<10 min
R3312,3312,City Road,Daylight,Damaged,<10 min
R3313,3313,Highway,Daylight,Damaged,<10 min
R3314,3314,City Road,Daylight,Damaged,10-20 min
R3315,3315,Highway,Street Light,Wet,>30 min
R3316,3316,Expressway,Daylight,Under Construction,10-20 min
R3317,3317,City Road,Street Light,Damaged,<10 min
R3318,3318,Rural Road,No Light,Wet,20-30 min
R3319,3319,City Road,Dim Light,Damaged,>30 min
R3320,3320,Rural Road,No Light,Under Construction,20-30 min
R3321,3321,City Road,Dim Light,Wet,<10 min
R3322,3322,Expressway,Daylight,Damaged,<10 min
R3323,3323,City Road,Street Light,Damaged,<10 min
R3324,3324,Highway,Street Light,Damaged,10-20 min
R3325,3325,Expressway,No Light,Dry,<10 min
R3326,3326,Expressway,No Light,Damaged,>30 min
R3327,3327,City Road,Street Light,Wet,<10 min
R3328,3328,Expressway,Street Light,Wet,20-30 min
R3329,3329,Rural Road,Daylight,Under Construction,>30 min
R3330,3330,Rural Road,Daylight,Under Construction,20-30 min
R3331,3331,Expressway,Street Light,Wet,10-20 min
R3332,3332,Rural Road,No Light,Under Construction,10-20 min
R3333,3333,City Road,Daylight,Dry,<10 min
R3334,3334,Rural Road,Daylight,Damaged,10-20 min
R3335,3335,Rural Road,Daylight,Dry,20-30 min
R3336,3336,Highway,No Light,Wet,10-20 min
R3337,3337,Expressway,Dim Light,Dry,<10 min
R3338,3338,City Road,No Light,Dry,20-30 min
R3339,3339,Expressway,Street Light,Dry,>30 min
R3340,3340,City Road,Daylight,Dry,20-30 min
R3341,3341,Highway,Daylight,Dry,10-20 min
R3342,3342,Highway,No Light,Wet,10-20 min
R3343,3343,Highway,Street Light,Dry,>30 min
R3344,3344,Rural Road,Street Light,Wet,20-30 min
R3345,3345,Rural Road,Dim Light,Under Construction,20-30 min
R3346,3346,Expressway,Daylight,Wet,10-20 min
R3347,3347,Highway,Dim Light,Wet,<10 min
R3348,3348,Expressway,Street Light,Wet,20-30 min
R3349,3349,City Road,No Light,Damaged,20-30 min
R3350,3350,Highway,Street Light,Damaged,20-30 min
R3351,3351,Highway,Dim Light,Damaged,10-20 min
R3352,3352,Expressway,No Light,Wet,10-20 min
R3353,3353,Rural Road,No Light,Dry,<10 min
R3354,3354,Rural Road,No Light,Damaged,20-30 min
R3355,3355,Expressway,Street Light,Under Construction,>30 min
R3356,3356,Highway,Dim Light,Dry,>30 min
R3357,3357,Highway,Street Light,Wet,20-30 min
R3358,3358,Highway,No Light,Dry,20-30 min
R3359,3359,Rural Road,Dim Light,Dry,20-30 min
R3360,3360,Expressway,Daylight,Damaged,10-20 min
R3361,3361,City Road,No Light,Under Construction,20-30 min
R3362,3362,City Road,No Light,Dry,20-30 min
R3363,3363,Rural Road,Dim Light,Wet,>30 min
R3364,3364,Expressway,Street Light,Damaged,<10 min
R3365,3365,Expressway,Daylight,Under Construction,20-30 min
R3366,3366,Rural Road,Daylight,Dry,>30 min
R3367,3367,Highway,Street Light,Under Construction,<10 min
R3368,3368,City Road,Daylight,Under Construction,<10 min
R3369,3369,Rural Road,No Light,Damaged,10-20 min
R3370,3370,Expressway,Daylight,Wet,10-20 min
R3371,3371,Rural Road,No Light,Under Construction,>30 min
R3372,3372,City Road,Dim Light,Damaged,20-30 min
R3373,3373,City Road,Dim Light,Damaged,20-30 min
R3374,3374,Expressway,No Light,Wet,<10 min
R3375,3375,Rural Road,Street Light,Under Construction,<10 min
R3376,3376,City Road,No Light,Wet,>30 min
R3377,3377,City Road,Dim Light,Damaged,10-20 min
R3378,3378,Highway,Street Light,Wet,10-20 min
R3379,3379,City Road,Dim Light,Wet,<10 min
R3380,3380,City Road,Street Light,Damaged,20-30 min
R3381,3381,City Road,Dim Light,Damaged,>30 min
R3382,3382,City Road,Street Light,Wet,10-20 min
R3383,3383,Expressway,Daylight,Wet,10-20 min
R3384,3384,Expressway,Street Light,Damaged,10-20 min
R3385,3385,Highway,No Light,Under Construction,<10 min
R3386,3386,City Road,No Light,Wet,20-30 min
R3387,3387,Expressway,No Light,Under Construction,<10 min
R3388,3388,Expressway,Dim Light,Dry,10-20 min
R3389,3389,City Road,Street Light,Wet,<10 min
R3390,3390,Rural Road,Daylight,Under Construction,20-30 min
R3391,3391,Highway,Daylight,Damaged,>30 min
R3392,3392,Expressway,Daylight,Damaged,>30 min
R3393,3393,Rural Road,Street Light,Dry,10-20 min
R3394,3394,City Road,Street Light,Damaged,>30 min
R3395,3395,City Road,Street Light,Under Construction,<10 min
R3396,3396,Highway,No Light,Wet,20-30 min
R3397,3397,Expressway,Street Light,Wet,20-30 min
R3398,3398,Expressway,Street Light,Damaged,20-30 min
R3399,3399,Highway,Daylight,Damaged,20-30 min
R3400,3400,Highway,Street Light,Under Construction,10-20 min
R3401,3401,City Road,Daylight,Damaged,20-30 min
R3402,3402,Expressway,Daylight,Damaged,20-30 min
R3403,3403,Highway,Daylight,Under Construction,10-20 min
R3404,3404,Highway,Dim Light,Wet,<10 min
R3405,3405,Expressway,Street Light,Wet,10-20 min
R3406,3406,City Road,Street Light,Under Construction,<10 min
R3407,3407,Rural Road,Dim Light,Under Construction,<10 min
R3408,3408,City Road,Street Light,Dry,10-20 min
R3409,3409,Expressway,Dim Light,Wet,<10 min
R3410,3410,City Road,Dim Light,Wet,>30 min
R3411,3411,Highway,Dim Light,Wet,<10 min
R3412,3412,Highway,Daylight,Damaged,10-20 min
R3413,3413,Rural Road,Dim Light,Damaged,10-20 min
R3414,3414,Expressway,Dim Light,Under Construction,10-20 min
R3415,3415,Expressway,No Light,Under Construction,<10 min
R3416,3416,Highway,Daylight,Under Construction,<10 min
R3417,3417,Rural Road,Daylight,Wet,<10 min
R3418,3418,Expressway,Street Light,Dry,>30 min
R3419,3419,Rural Road,Dim Light,Under Construction,20-30 min
R3420,3420,City Road,Street Light,Dry,10-20 min
R3421,3421,Expressway,No Light,Damaged,>30 min
R3422,3422,Expressway,Street Light,Wet,20-30 min
R3423,3423,Rural Road,Dim Light,Dry,<10 min
R3424,3424,Rural Road,Street Light,Wet,<10 min
R3425,3425,Rural Road,Dim Light,Damaged,>30 min
R3426,3426,Highway,No Light,Damaged,>30 min
R3427,3427,Expressway,Daylight,Under Construction,>30 min
R3428,3428,Expressway,Street Light,Damaged,10-20 min
R3429,3429,Highway,Daylight,Under Construction,<10 min
R3430,3430,Rural Road,No Light,Damaged,20-30 min
R3431,3431,Rural Road,Daylight,Under Construction,<10 min
R3432,3432,City Road,Daylight,Under Construction,>30 min
R3433,3433,Highway,Dim Light,Under Construction,20-30 min
R3434,3434,City Road,Street Light,Dry,20-30 min
R3435,3435,City Road,Street Light,Wet,<10 min
R3436,3436,Rural Road,Daylight,Damaged,>30 min
R3437,3437,Highway,Dim Light,Damaged,<10 min
R3438,3438,Expressway,Street Light,Under Construction,10-20 min
R3439,3439,Highway,Dim Light,Wet,>30 min
R3440,3440,Expressway,Street Light,Dry,>30 min
R3441,3441,Expressway,Dim Light,Under Construction,<10 min
R3442,3442,Expressway,No Light,Damaged,10-20 min
R3443,3443,City Road,Dim Light,Dry,>30 min
R3444,3444,Highway,Daylight,Damaged,20-30 min
R3445,3445,Expressway,Daylight,Damaged,<10 min
R3446,3446,Expressway,No Light,Damaged,>30 min
R3447,3447,City Road,No Light,Under Construction,>30 min
R3448,3448,Rural Road,Street Light,Wet,>30 min
R3449,3449,Highway,No Light,Damaged,10-20 min
R3450,3450,Highway,No Light,Dry,10-20 min
R3451,3451,Rural Road,Dim Light,Wet,<10 min
R3452,3452,Highway,Daylight,Under Construction,10-20 min
R3453,3453,Highway,No Light,Dry,10-20 min
R3454,3454,Expressway,Street Light,Damaged,<10 min
R3455,3455,Highway,Daylight,Dry,>30 min
R3456,3456,Rural Road,Daylight,Under Construction,<10 min
R3457,3457,Highway,No Light,Under Construction,10-20 min
R3458,3458,Rural Road,Dim Light,Wet,20-30 min
R3459,3459,Highway,No Light,Dry,20-30 min
R3460,3460,Expressway,Dim Light,Wet,>30 min
R3461,3461,Highway,No Light,Dry,10-20 min
R3462,3462,Highway,No Light,Wet,>30 min
R3463,3463,Rural Road,Dim Light,Under Construction,20-30 min
R3464,3464,City Road,No Light,Damaged,<10 min
R3465,3465,Expressway,No Light,Dry,>30 min
R3466,3466,Highway,Dim Light,Dry,20-30 min
R3467,3467,Highway,No Light,Wet,10-20 min
R3468,3468,City Road,Dim Light,Wet,<10 min
R3469,3469,City Road,No Light,Dry,20-30 min
R3470,3470,Rural Road,Street Light,Dry,20-30 min
R3471,3471,City Road,Daylight,Dry,<10 min
R3472,3472,Rural Road,No Light,Under Construction,20-30 min
R3473,3473,Highway,Daylight,Wet,20-30 min
R3474,3474,Rural Road,Street Light,Dry,<10 min
R3475,3475,Rural Road,Daylight,Damaged,>30 min
R3476,3476,City Road,No Light,Damaged,>30 min
R3477,3477,Rural Road,Street Light,Under Construction,20-30 min
R3478,3478,Highway,Dim Light,Under Construction,<10 min
R3479,3479,Highway,No Light,Dry,>30 min
R3480,3480,City Road,Daylight,Damaged,10-20 min
R3481,3481,Rural Road,No Light,Under Construction,>30 min
R3482,3482,Rural Road,Daylight,Under Construction,10-20 min
R3483,3483,Highway,Dim Light,Wet,<10 min
R3484,3484,Expressway,Daylight,Wet,>30 min
R3485,3485,City Road,Street Light,Wet,<10 min
R3486,3486,Highway,No Light,Damaged,>30 min
R3487,3487,Highway,Street Light,Dry,>30 min
R3488,3488,Rural Road,Daylight,Under Construction,20-30 min
R3489,3489,City Road,Street Light,Dry,<10 min
R3490,3490,City Road,No Light,Wet,10-20 min
R3491,3491,Rural Road,Daylight,Damaged,10-20 min
R3492,3492,City Road,Dim Light,Under Construction,10-20 min
R3493,3493,Highway,Street Light,Wet,<10 min
R3494,3494,Rural Road,Street Light,Damaged,>30 min
R3495,3495,City Road,Dim Light,Wet,>30 min
R3496,3496,Highway,Dim Light,Wet,<10 min
R3497,3497,Rural Road,No Light,Damaged,10-20 min
R3498,3498,Rural Road,Dim Light,Under Construction,>30 min
R3499,3499,Expressway,Daylight,Damaged,10-20 min
R3500,3500,Highway,Daylight,Wet,>30 min
R3501,3501,Expressway,Street Light,Dry,10-20 min
R3502,3502,Rural Road,No Light,Dry,10-20 min
R3503,3503,City Road,Dim Light,Under Construction,10-20 min
R3504,3504,Expressway,Street Light,Wet,>30 min
R3505,3505,Expressway,Dim Light,Under Construction,20-30 min
R3506,3506,City Road,No Light,Wet,10-20 min
R3507,3507,Highway,Dim Light,Damaged,>30 min
R3508,3508,Rural Road,Dim Light,Wet,<10 min
R3509,3509,Highway,Street Light,Dry,10-20 min
R3510,3510,City Road,Street Light,Under Construction,>30 min
R3511,3511,Highway,Dim Light,Damaged,<10 min
R3512,3512,Rural Road,Street Light,Under Construction,20-30 min
R3513,3513,City Road,Street Light,Damaged,>30 min
R3514,3514,Expressway,Street Light,Wet,10-20 min
R3515,3515,Highway,No Light,Under Construction,<10 min
R3516,3516,City Road,Street Light,Dry,<10 min
R3517,3517,Expressway,Street Light,Wet,<10 min
R3518,3518,Expressway,No Light,Wet,20-30 min
R3519,3519,Rural Road,Daylight,Wet,20-30 min
R3520,3520,Expressway,Daylight,Wet,10-20 min
R3521,3521,City Road,Dim Light,Wet,20-30 min
R3522,3522,Rural Road,Dim Light,Damaged,10-20 min
R3523,3523,Expressway,Daylight,Dry,20-30 min
R3524,3524,City Road,No Light,Damaged,10-20 min
R3525,3525,Expressway,No Light,Under Construction,20-30 min
