vehicle_id,accident_id,vehicle_type,vehicle_condition,driver_behavior,driver_age,passenger_count
V3083,3083,Van,Poor,Drunk Driving,59,1
V3084,3084,Bus,Poor,Distracted,25,4
V3085,3085,Bicycle,Poor,Overspeeding,57,3
V3086,3086,Car,Good,Drunk Driving,65,5
V3087,3087,Bike,Poor,Overspeeding,18,3
V3088,3088,Auto,Good,Normal,29,3
V3089,3089,Bike,Average,Distracted,34,2
V3090,3090,Bicycle,Poor,Distracted,45,4
V3091,3091,Van,Poor,Drunk Driving,32,4
V3092,3092,Truck,Average,Fatigue,20,1
V3093,3093,Bus,Average,Fatigue,42,3
V3094,3094,Van,Average,Overspeeding,52,1
V3095,3095,Auto,Poor,Distracted,28,4
V3096,3096,Bike,Average,Drunk Driving,51,5
V3097,3097,Auto,Average,Distracted,21,2
V3098,3098,Car,Poor,Overspeeding,26,4
V3099,3099,Bike,Average,Overspeeding,60,3
V3100,3100,Van,Poor,Distracted,36,3
V3101,3101,Car,Average,Overspeeding,49,4
V3102,3102,Van,Good,Distracted,21,3
V3103,3103,Bicycle,Poor,Distracted,58,2
V3104,3104,Auto,Average,Normal,62,1
V3105,3105,Truck,Average,Drunk Driving,21,3
V3106,3106,Van,Poor,Distracted,46,4
V3107,3107,Truck,Poor,Distracted,38,2
V3108,3108,Auto,Average,Fatigue,39,5
V3109,3109,Van,Poor,Overspeeding,44,4
V3110,3110,Auto,Good,Drunk Driving,59,2
V3111,3111,Bicycle,Poor,Distracted,53,2
V3112,3112,Bike,Good,Normal,65,1
V3113,3113,Auto,Average,Distracted,27,2
V3114,3114,Van,Average,Overspeeding,57,1
V3115,3115,Truck,Good,Drunk Driving,32,5
V3116,3116,Bus,Good,Fatigue,41,4
V3117,3117,Bicycle,Good,Fatigue,24,4
V3118,3118,Bicycle,Average,Distracted,39,2
V3119,3119,Auto,Good,Normal,35,4
V3120,3120,Bicycle,Good,Drunk Driving,57,1
V3121,3121,Bicycle,Good,Normal,65,1
V3122,3122,Bike,Good,Fatigue,40,1
V3123,3123,Truck,Average,Overspeeding,61,5
V3124,3124,Truck,Good,Normal,60,5
V3125,3125,Truck,Poor,Overspeeding,25,2
V3126,3126,Bike,Average,Drunk Driving,39,3
V3127,3127,Car,Average,Distracted,37,5
V3128,3128,Car,Poor,Normal,33,4
V3129,3129,Auto,Good,Normal,29,1
V3130,3130,Bike,Good,Distracted,49,1
V3131,3131,Van,Average,Normal,51,2
V3132,3132,Bike,Poor,Distracted,46,3
V3133,3133,Car,Average,Drunk Driving,54,1
V3134,3134,Bike,Good,Normal,46,2
V3135,3135,Truck,Poor,Fatigue,18,1
V3136,3136,Van,Average,Drunk Driving,48,2
V3137,3137,Truck,Poor,Distracted,58,3
V3138,3138,Auto,Good,Distracted,20,3
V3139,3139,Bus,Good,Fatigue,39,3
V3140,3140,Bus,Good,Fatigue,27,4
V3141,3141,Bike,Average,Normal,22,3
V3142,3142,Bicycle,Good,Overspeeding,32,1
V3143,3143,Bicycle,Poor,Drunk Driving,18,5
V3144,3144,Van,Average,Distracted,37,1
V3145,3145,Car,Poor,Drunk Driving,26,1
V3146,3146,Bicycle,Poor,Drunk Driving,57,5
V3147,3147,Truck,Poor,Distracted,33,1
V3148,3148,Bicycle,Good,Normal,63,3
V3149,3149,Auto,Poor,Drunk Driving,36,5
V3150,3150,Truck,Average,Fatigue,32,3
V3151,3151,Car,Good,Distracted,34,4
V3152,3152,Car,Good,Fatigue,22,2
V3153,3153,Truck,Good,Fatigue,20,1
V3154,3154,Auto,Good,Drunk Driving,34,5
V3155,3155,Bike,Average,Normal,61,2
V3156,3156,Truck,Poor,Fatigue,39,4
V3157,3157,Bicycle,Good,Distracted,60,2
V3158,3158,Truck,Good,Fatigue,57,3
V3159,3159,Auto,Good,Fatigue,64,5
V3160,3160,Car,Poor,Fatigue,57,1
V3161,3161,Bike,Average,Overspeeding,26,1
V3162,3162,Auto,Average,Fatigue,57,2
V3163,3163,Truck,Poor,Normal,28,5
V3164,3164,Bus,Average,Overspeeding,40,3
V3165,3165,Auto,Average,Drunk Driving,26,5
V3166,3166,Truck,Good,Fatigue,37,1
V3167,3167,Bicycle,Good,Overspeeding,44,5
V3168,3168,Truck,Poor,Distracted,18,3
V3169,3169,Car,Poor,Overspeeding,62,5
V3170,3170,Truck,Good,Overspeeding,61,5
V3171,3171,Bus,Average,Fatigue,60,1
V3172,3172,Car,Good,Drunk Driving,44,2
V3173,3173,Van,Average,Drunk Driving,58,4
V3174,3174,Car,Average,Normal,59,5
V3175,3175,Auto,Good,Distracted,21,1
V3176,3176,Bus,Average,Drunk Driving,59,1
V3177,3177,Van,Poor,Drunk Driving,50,3
V3178,3178,Bus,Average,Drunk Driving,52,2
V3179,3179,Auto,Good,Normal,53,4
V3180,3180,Car,Average,Normal,37,3
V3181,3181,Auto,Average,Distracted,42,2
V3182,3182,Bike,Average,Drunk Driving,38,3
V3183,3183,Bus,Good,Distracted,32,2
V3184,3184,Auto,Good,Fatigue,42,5
V3185,3185,Bicycle,Poor,Drunk Driving,60,1
V3186,3186,Bus,Good,Drunk Driving,65,4
V3187,3187,Bike,Average,Normal,50,3
V3188,3188,Auto,Poor,Normal,32,1
V3189,3189,Truck,Poor,Distracted,48,1
V3190,3190,Bicycle,Good,Drunk Driving,36,5
V3191,3191,Auto,Poor,Overspeeding,27,5
V3192,3192,Van,Good,Normal,61,4
V3193,3193,Bus,Average,Normal,20,3
V3194,3194,Van,Poor,Drunk Driving,46,3
V3195,3195,Auto,Average,Distracted,22,5
V3196,3196,Truck,Poor,Fatigue,21,1
V3197,3197,Bus,Poor,Normal,39,5
V3198,3198,Bus,Good,Distracted,60,2
V3199,3199,Bicycle,Good,Drunk Driving,43,3
V3200,3200,Bike,Average,Fatigue,43,5
V3201,3201,Truck,Poor,Overspeeding,24,1
V3202,3202,Bike,Average,Distracted,49,5
V3203,3203,Van,Poor,Fatigue,42,2
V3204,3204,Auto,Average,Drunk Driving,54,5
V3205,3205,Car,Poor,Overspeeding,59,2
V3206,3206,Auto,Good,Drunk Driving,24,4
V3207,3207,Car,Poor,Drunk Driving,42,1
V3208,3208,Van,Poor,Normal,50,1
V3209,3209,Bike,Poor,Drunk Driving,61,4
V3210,3210,Car,Average,Drunk Driving,30,3
V3211,3211,Car,Good,Normal,60,3
V3212,3212,Auto,Poor,Normal,28,4
V3213,3213,Bicycle,Good,Fatigue,65,5
V3214,3214,Bike,Average,Distracted,25,1
V3215,3215,Bicycle,Average,Fatigue,46,5
V3216,3216,Auto,Poor,Fatigue,44,1
V3217,3217,Bike,Average,Distracted,45,4
V3218,3218,Auto,Poor,Drunk Driving,65,4
V3219,3219,Auto,Average,Fatigue,43,3
V3220,3220,Bike,Average,Drunk Driving,36,2
V3221,3221,Bicycle,Good,Drunk Driving,52,4
V3222,3222,Auto,Average,Drunk Driving,55,3
V3223,3223,Bike,Average,Distracted,30,1
V3224,3224,Van,Poor,Overspeeding,20,4
V3225,3225,Bike,Good,Distracted,40,4
V3226,3226,Bike,Poor,Overspeeding,34,1
V3227,3227,Bicycle,Poor,Drunk Driving,59,1
V3228,3228,Bus,Average,Normal,18,5
V3229,3229,Van,Average,Overspeeding,62,5
V3230,3230,Car,Poor,Normal,65,5
V3231,3231,Bus,Good,Drunk Driving,49,3
V3232,3232,Truck,Good,Drunk Driving,21,4
V3233,3233,Bus,Good,Normal,28,3
V3234,3234,Van,Poor,Normal,24,1
V3235,3235,Van,Good,Normal,28,4
V3236,3236,Truck,Good,Overspeeding,59,2
V3237,3237,Car,Average,Fatigue,22,1
V3238,3238,Bus,Poor,Overspeeding,39,3
V3239,3239,Van,Poor,Distracted,24,5
V3240,3240,Truck,Average,Fatigue,32,4
V3241,3241,Bike,Average,Fatigue,23,3
V3242,3242,Bus,Good,Overspeeding,53,1
V3243,3243,Bus,Poor,Fatigue,21,3
V3244,3244,Van,Average,Normal,60,3
V3245,3245,Truck,Good,Distracted,50,2
V3246,3246,Bicycle,Average,Overspeeding,52,3
V3247,3247,Bus,Good,Distracted,24,4
V3248,3248,Bike,Good,Normal,62,2
V3249,3249,Van,Average,Fatigue,49,4
V3250,3250,Bike,Poor,Normal,25,1
V3251,3251,Van,Good,Drunk Driving,37,1
V3252,3252,Car,Poor,Drunk Driving,47,3
V3253,3253,Van,Average,Drunk Driving,41,1
V3254,3254,Auto,Poor,Normal,38,1
V3255,3255,Bus,Average,Overspeeding,49,2
V3256,3256,Auto,Average,Normal,28,5
V3257,3257,Bus,Average,Overspeeding,37,4
V3258,3258,Bike,Average,Overspeeding,18,3
V3259,3259,Bike,Good,Normal,57,2
V3260,3260,Auto,Average,Drunk Driving,29,3
V3261,3261,Bus,Average,Drunk Driving,47,1
V3262,3262,Bus,Good,Drunk Driving,26,1
V3263,3263,Bike,Good,Overspeeding,44,5
V3264,3264,Bike,Poor,Overspeeding,48,1
V3265,3265,Van,Poor,Normal,53,2
V3266,3266,Bicycle,Poor,Normal,48,1
V3267,3267,Car,Good,Normal,37,5
V3268,3268,Bike,Average,Overspeeding,59,2
V3269,3269,Bike,Good,Fatigue,64,2
V3270,3270,Auto,Good,Distracted,54,2
V3271,3271,Van,Poor,Drunk Driving,62,5
V3272,3272,Bicycle,Average,Fatigue,43,5
V3273,3273,Bike,Poor,Fatigue,60,2
V3274,3274,Bike,Good,Fatigue,64,3
V3275,3275,Truck,Good,Overspeeding,46,4
V3276,3276,Van,Poor,Distracted,52,5
V3277,3277,Auto,Average,Overspeeding,35,5
V3278,3278,Van,Poor,Normal,26,2
V3279,3279,Bicycle,Good,Distracted,57,1
V3280,3280,Bus,Poor,Overspeeding,32,5
V3281,3281,Bike,Good,Overspeeding,51,1
V3282,3282,Car,Average,Drunk Driving,61,4
V3283,3283,Car,Good,Fatigue,55,5
V3284,3284,Auto,Average,Fatigue,20,2
V3285,3285,Bike,Poor,Drunk Driving,31,1
V3286,3286,Truck,Average,Distracted,30,1
V3287,3287,Bus,Good,Fatigue,47,3
V3288,3288,Truck,Poor,Drunk Driving,35,1
V3289,3289,Bus,Poor,Normal,46,3
V3290,3290,Truck,Poor,Drunk Driving,51,4
V3291,3291,Auto,Average,Drunk Driving,46,5
V3292,3292,Car,Good,Fatigue,32,4
V3293,3293,Auto,Average,Overspeeding,22,1
V3294,3294,Bus,Good,Overspeeding,36,1
V3295,3295,Car,Good,Overspeeding,52,3
V3296,3296,Van,Average,Drunk Driving,49,3
V3297,3297,Truck,Poor,Normal,37,2
V3298,3298,Van,Poor,Normal,38,4
V3299,3299,Van,Average,Distracted,50,4
V3300,3300,Bicycle,Good,Drunk Driving,18,1
V3301,3301,Van,Poor,Distracted,54,5
V3302,3302,Car,Poor,Normal,41,2
V3303,3303,Van,Poor,Distracted,25,2
V3304,3304,Van,Poor,Fatigue,45,2
V3305,3305,Auto,Average,Normal,62,3
V3306,3306,Van,Average,Distracted,47,5
V3307,3307,Auto,Good,Fatigue,19,5
V3308,3308,Bus,Poor,Fatigue,27,1
V3309,3309,Truck,Average,Overspeeding,39,2
V3310,3310,Bicycle,Average,Fatigue,43,2
V3311,3311,Truck,Poor,Normal,60,4
V3312,3312,Bus,Good,Distracted,18,4
V3313,3313,Car,Poor,Distracted,60,3
V3314,3314,Auto,Poor,Fatigue,64,4
V3315,3315,Auto,Good,Overspeeding,56,2
V3316,3316,Bike,Poor,Normal,39,5
V3317,3317,Truck,Average,Fatigue,37,4
V3318,3318,Car,Poor,Overspeeding,30,3
V3319,3319,Truck,Average,Normal,32,1
V3320,3320,Auto,Good,Overspeeding,42,2
V3321,3321,Truck,Poor,Normal,64,1
V3322,3322,Car,Good,Distracted,40,4
V3323,3323,Bicycle,Good,Fatigue,47,5
V3324,3324,Truck,Poor,Fatigue,24,4
V3325,3325,Van,Good,Normal,56,3
V3326,3326,Bus,Good,Drunk Driving,41,1
V3327,3327,Auto,Average,Normal,55,2
V3328,3328,Auto,Poor,Overspeeding,59,1
V3329,3329,Van,Good,Fatigue,32,2
V3330,3330,Bike,Good,Distracted,51,4
V3331,3331,Auto,Average,Fatigue,63,1
V3332,3332,Truck,Poor,Drunk Driving,59,3
V3333,3333,Bus,Poor,Overspeeding,48,3
V3334,3334,Bicycle,Poor,Normal,33,1
V3335,3335,Truck,Average,Distracted,54,3
V3336,3336,Van,Good,Overspeeding,54,5
V3337,3337,Auto,Average,Overspeeding,21,4
V3338,3338,Truck,Poor,Distracted,62,5
V3339,3339,Truck,Good,Distracted,31,4
V3340,3340,Van,Good,Normal,20,5
V3341,3341,Van,Poor,Overspeeding,45,4
V3342,3342,Bicycle,Average,Drunk Driving,34,3
V3343,3343,Bike,Average,Normal,56,3
V3344,3344,Van,Poor,Drunk Driving,65,3
V3345,3345,Truck,Poor,Overspeeding,38,2
V3346,3346,Auto,Poor,Distracted,36,5
V3347,3347,Truck,Good,Drunk Driving,29,2
V3348,3348,Bike,Good,Fatigue,32,1
V3349,3349,Auto,Average,Drunk Driving,31,5
V3350,3350,Auto,Poor,Distracted,33,3
V3351,3351,Bicycle,Average,Distracted,43,5
V3352,3352,Bike,Poor,Fatigue,63,3
V3353,3353,Car,Poor,Normal,52,1
V3354,3354,Auto,Average,Distracted,40,2
V3355,3355,Bus,Good,Distracted,35,1
V3356,3356,Van,Poor,Normal,56,1
V3357,3357,Car,Poor,Drunk Driving,33,3
V3358,3358,Van,Poor,Normal,53,3
V3359,3359,Bus,Poor,Distracted,64,2
V3360,3360,Bike,Average,Drunk Driving,24,2
V3361,3361,Van,Poor,Drunk Driving,47,3
V3362,3362,Bus,Good,Normal,22,3
V3363,3363,Bicycle,Poor,Distracted,37,4
V3364,3364,Bus,Average,Normal,49,4
V3365,3365,Car,Average,Overspeeding,62,3
V3366,3366,Truck,Average,Overspeeding,43,2
V3367,3367,Truck,Average,Overspeeding,29,4
V3368,3368,Auto,Poor,Fatigue,38,2
V3369,3369,Bicycle,Poor,Normal,22,2
V3370,3370,Truck,Good,Overspeeding,29,3
V3371,3371,Van,Average,Fatigue,41,4
V3372,3372,Car,Good,Distracted,55,3
V3373,3373,Auto,Good,Overspeeding,33,1
V3374,3374,Bike,Average,Distracted,20,1
V3375,3375,Car,Average,Normal,40,3
V3376,3376,Auto,Good,Normal,41,4
V3377,3377,Bicycle,Good,Overspeeding,28,5
V3378,3378,Bicycle,Good,Normal,43,3
V3379,3379,Van,Poor,Fatigue,43,2
V3380,3380,Bicycle,Poor,Drunk Driving,55,4
V3381,3381,Bicycle,Average,Distracted,41,2
V3382,3382,Bicycle,Average,Overspeeding,21,5
V3383,3383,Bus,Poor,Overspeeding,47,2
V3384,3384,Car,Good,Drunk Driving,43,2
V3385,3385,Bike,Poor,Distracted,42,3
V3386,3386,Truck,Average,Fatigue,60,5
V3387,3387,Bicycle,Poor,Overspeeding,26,5
V3388,3388,Auto,Good,Overspeeding,33,1
V3389,3389,Car,Good,Overspeeding,33,1
V3390,3390,Bike,Good,Distracted,37,5
V3391,3391,Bicycle,Poor,Overspeeding,61,3
V3392,3392,Bicycle,Average,Distracted,51,4
V3393,3393,Bus,Good,Drunk Driving,64,1
V3394,3394,Bicycle,Average,Distracted,28,1
V3395,3395,Car,Poor,Distracted,19,3
V3396,3396,Bicycle,Good,Fatigue,54,4
V3397,3397,Car,Average,Drunk Driving,48,3
V3398,3398,Van,Average,Drunk Driving,53,2
V3399,3399,Bus,Average,Fatigue,65,3
V3400,3400,Bus,Poor,Drunk Driving,52,3
V3401,3401,Bus,Average,Distracted,58,1
V3402,3402,Bus,Poor,Distracted,33,4
V3403,3403,Bus,Average,Overspeeding,59,1
V3404,3404,Car,Good,Distracted,46,3
V3405,3405,Van,Average,Fatigue,45,4
V3406,3406,Auto,Good,Normal,48,4
V3407,3407,Van,Average,Overspeeding,27,1
V3408,3408,Bicycle,Good,Drunk Driving,25,4
V3409,3409,Bus,Good,Drunk Driving,39,1
V3410,3410,Van,Poor,Drunk Driving,62,1
V3411,3411,Auto,Poor,Drunk Driving,51,5
V3412,3412,Bus,Average,Normal,18,1
V3413,3413,Bike,Average,Drunk Driving,42,1
V3414,3414,Van,Good,Overspeeding,34,4
V3415,3415,Bus,Average,Fatigue,53,5
V3416,3416,Truck,Good,Drunk Driving,41,2
V3417,3417,Van,Poor,Normal,40,2
V3418,3418,Bus,Average,Distracted,59,3
V3419,3419,Van,Average,Drunk Driving,21,1
V3420,3420,Van,Average,Fatigue,65,3
V3421,3421,Truck,Poor,Overspeeding,33,4
V3422,3422,Bicycle,Average,Fatigue,34,5
V3423,3423,Bike,Average,Normal,44,2
V3424,3424,Van,Good,Fatigue,47,2
V3425,3425,Van,Average,Normal,34,4
V3426,3426,Car,Poor,Drunk Driving,53,4
V3427,3427,Bus,Good,Normal,21,1
V3428,3428,Auto,Average,Drunk Driving,59,1
V3429,3429,Auto,Good,Drunk Driving,26,3
V3430,3430,Bus,Poor,Normal,54,4
V3431,3431,Auto,Average,Normal,52,3
V3432,3432,Truck,Poor,Normal,30,3
V3433,3433,Bus,Average,Normal,34,5
V3434,3434,Van,Poor,Drunk Driving,57,2
V3435,3435,Van,Average,Drunk Driving,23,2
V3436,3436,Truck,Average,Drunk Driving,50,4
V3437,3437,Truck,Average,Drunk Driving,33,3
V3438,3438,Bicycle,Good,Normal,46,3
V3439,3439,Bike,Poor,Normal,63,3
V3440,3440,Van,Average,Distracted,24,4
V3441,3441,Truck,Average,Distracted,24,4
V3442,3442,Bike,Poor,Distracted,65,3
V3443,3443,Car,Good,Fatigue,51,2
V3444,3444,Bike,Poor,Fatigue,50,2
V3445,3445,Bus,Poor,Drunk Driving,41,4
V3446,3446,Auto,Poor,Drunk Driving,42,3
V3447,3447,Bicycle,Good,Fatigue,42,3
V3448,3448,Bus,Average,Drunk Driving,63,4
V3449,3449,Truck,Average,Overspeeding,64,5
V3450,3450,Van,Poor,Drunk Driving,54,2
V3451,3451,Auto,Good,Normal,57,5
V3452,3452,Van,Good,Distracted,40,3
V3453,3453,Van,Poor,Distracted,46,2
V3454,3454,Bike,Average,Fatigue,21,3
V3455,3455,Car,Poor,Distracted,31,1
V3456,3456,Bike,Poor,Drunk Driving,36,3
V3457,3457,Truck,Average,Normal,24,4
V3458,3458,Car,Average,Fatigue,53,5
V3459,3459,Truck,Average,Distracted,20,2
V3460,3460,Auto,Average,Fatigue,24,5
V3461,3461,Auto,Poor,Normal,26,5
V3462,3462,Truck,Average,Overspeeding,59,4
V3463,3463,Car,Average,Distracted,64,4
V3464,3464,Bike,Good,Distracted,52,1
V3465,3465,Bicycle,Average,Fatigue,50,3
V3466,3466,Car,Average,Distracted,22,2
V3467,3467,Bike,Average,Distracted,24,2
V3468,3468,Truck,Poor,Distracted,56,3
V3469,3469,Van,Good,Distracted,59,1
V3470,3470,Car,Average,Distracted,55,1
V3471,3471,Auto,Good,Distracted,58,3
V3472,3472,Bike,Average,Drunk Driving,35,4
V3473,3473,Auto,Average,Normal,43,5
V3474,3474,Truck,Good,Distracted,57,1
V3475,3475,Bicycle,Average,Drunk Driving,50,2
V3476,3476,Bike,Poor,Normal,18,1
V3477,3477,Van,Poor,Drunk Driving,50,2
V3478,3478,Auto,Good,Normal,44,5
V3479,3479,Bike,Good,Distracted,60,1
V3480,3480,Car,Average,Drunk Driving,35,5
V3481,3481,Bus,Average,Drunk Driving,30,2
V3482,3482,Bicycle,Average,Distracted,34,5
V3483,3483,Bicycle,Poor,Normal,35,1
V3484,3484,Auto,Good,Drunk Driving,61,1
V3485,3485,Bike,Poor,Distracted,58,5
V3486,3486,Bike,Good,Drunk Driving,30,3
V3487,3487,Bike,Poor,Fatigue,25,1
V3488,3488,Van,Average,Fatigue,46,4
V3489,3489,Truck,Good,Normal,22,1
V3490,3490,Bike,Poor,Normal,56,5
V3491,3491,Van,Average,Overspeeding,59,3
V3492,3492,Bicycle,Poor,Distracted,59,2
V3493,3493,Truck,Poor,Drunk Driving,25,3
V3494,3494,Bike,Average,Normal,56,3
V3495,3495,Car,Average,Fatigue,40,3
V3496,3496,Van,Good,Drunk Driving,30,4
V3497,3497,Bike,Good,Overspeeding,63,4
V3498,3498,Auto,Poor,Distracted,50,3
V3499,3499,Auto,Poor,Distracted,39,3
V3500,3500,Car,Poor,Overspeeding,23,2
V3501,3501,Auto,Good,Fatigue,43,4
V3502,3502,Bus,Good,Distracted,46,5
V3503,3503,Van,Average,Overspeeding,18,5
V3504,3504,Bus,Poor,Overspeeding,24,4
V3505,3505,Bicycle,Poor,Normal,20,2
V3506,3506,Truck,Average,Fatigue,59,2
V3507,3507,Bus,Good,Distracted,56,2
V3508,3508,Truck,Average,Overspeeding,60,2
V3509,3509,Bike,Good,Drunk Driving,23,1
V3510,3510,Car,Poor,Distracted,41,5
V3511,3511,Bicycle,Good,Drunk Driving,32,2
V3512,3512,Bike,Good,Fatigue,39,3
V3513,3513,Truck,Poor,Drunk Driving,49,5
V3514,3514,Van,Poor,Fatigue,35,3
V3515,3515,Bicycle,Poor,Fatigue,54,5
V3516,3516,Auto,Poor,Drunk Driving,19,2
V3517,3517,Bike,Poor,Overspeeding,57,1
V3518,3518,Bicycle,Good,Drunk Driving,57,3
V3519,3519,Bike,Average,Distracted,42,2
V3520,3520,Bus,Good,Normal,62,1
V3521,3521,Car,Average,Fatigue,19,1
V3522,3522,Bus,Good,Drunk Driving,61,3
V3523,3523,Car,Good,Normal,27,5
V3524,3524,Car,Poor,Distracted,65,4
V3525,3525,Auto,Good,Normal,43,4
V3526,3526,Auto,Average,Overspeeding,21,5
V3527,3527,Truck,Good,Distracted,64,5
V3528,3528,Truck,Average,Overspeeding,27,1
V3529,3529,Car,Poor,Distracted,28,3
V3530,3530,Auto,Poor,Overspeeding,21,4
V3531,3531,Bicycle,Good,Fatigue,58,1
V3532,3532,Car,Good,Distracted,57,3
V3533,3533,Bicycle,Poor,Distracted,51,2
V3534,3534,Van,Good,Drunk Driving,44,4
V3535,3535,Bike,Good,Drunk Driving,24,2
V3536,3536,Bus,Poor,Overspeeding,48,1
V3537,3537,Bicycle,Poor,Drunk Driving,35,4
V3538,3538,Truck,Average,Normal,18,5
V3539,3539,Auto,Good,Distracted,30,2
V3540,3540,Van,Average,Overspeeding,47,2
V3541,3541,Van,Good,Overspeeding,18,4
V3542,3542,Bike,Average,Overspeeding,54,5
V3543,3543,Bus,Average,Distracted,42,1
V3544,3544,Bus,Average,Distracted,44,3
V3545,3545,Auto,Average,Drunk Driving,29,2
V3546,3546,Bike,Average,Normal,44,1
V3547,3547,Van,Poor,Overspeeding,23,5
V3548,3548,Bike,Average,Drunk Driving,31,1
V3549,3549,Auto,Good,Drunk Driving,22,4
V3550,3550,Truck,Good,Fatigue,38,2
V3551,3551,Bicycle,Poor,Overspeeding,29,4
V3552,3552,Auto,Poor,Overspeeding,54,5
V3553,3553,Truck,Average,Distracted,64,1
V3554,3554,Car,Poor,Distracted,28,3
V3555,3555,Car,Poor,Overspeeding,64,2
V3556,3556,Car,Average,Drunk Driving,55,4
V3557,3557,Car,Good,Overspeeding,45,1
V3558,3558,Van,Good,Fatigue,35,4
V3559,3559,Bicycle,Average,Normal,56,5
V3560,3560,Car,Good,Fatigue,64,2
V3561,3561,Van,Good,Distracted,26,4
V3562,3562,Bus,Poor,Normal,24,1
V3563,3563,Bicycle,Poor,Distracted,62,4
V3564,3564,Bike,Poor,Overspeeding,62,5
V3565,3565,Bicycle,Average,Fatigue,48,5
V3566,3566,Bike,Good,Distracted,26,2
V3567,3567,Bus,Average,Overspeeding,43,4
V3568,3568,Bike,Average,Distracted,54,2
V3569,3569,Bike,Poor,Normal,27,2
V3570,3570,Bicycle,Average,Drunk Driving,34,2
V3571,3571,Truck,Good,Normal,28,1
V3572,3572,Bike,Poor,Drunk Driving,23,1
V3573,3573,Van,Poor,Normal,24,4
V3574,3574,Van,Good,Normal,35,2
V3575,3575,Bus,Average,Drunk Driving,23,1
V3576,3576,Auto,Poor,Normal,30,4
V3577,3577,Bus,Poor,Overspeeding,41,2
V3578,3578,Bus,Average,Distracted,43,2
V3579,3579,Bicycle,Poor,Overspeeding,56,3
V3580,3580,Bus,Good,Normal,65,3
V3581,3581,Bike,Poor,Drunk Driving,56,2
V3582,3582,Van,Average,Overspeeding,20,5
V3583,3583,Van,Poor,Drunk Driving,52,5
V3584,3584,Truck,Good,Fatigue,40,3
V3585,3585,Bike,Good,Drunk Driving,60,5
V3586,3586,Truck,Good,Fatigue,47,5
V3587,3587,Bicycle,Poor,Distracted,43,3
V3588,3588,Bus,Poor,Overspeeding,22,2
V3589,3589,Van,Poor,Fatigue,39,5
V3590,3590,Auto,Poor,Drunk Driving,35,3
V3591,3591,Bus,Average,Distracted,42,3
V3592,3592,Bus,Good,Drunk Driving,22,1
V3593,3593,Auto,Average,Overspeeding,36,2
V3594,3594,Bike,Poor,Distracted,43,2
V3595,3595,Truck,Good,Distracted,48,2
V3596,3596,Bicycle,Average,Drunk Driving,37,5
V3597,3597,Truck,Good,Drunk Driving,46,1
V3598,3598,Bike,Good,Overspeeding,30,1
V3599,3599,Car,Good,Drunk Driving,20,5
V3600,3600,Bike,Poor,Drunk Driving,55,3
V3601,3601,Van,Average,Normal,25,1
V3602,3602,Bike,Good,Overspeeding,65,2
V3603,3603,Bicycle,Average,Overspeeding,50,4
V3604,3604,Truck,Good,Normal,51,3
V3605,3605,Bicycle,Average,Fatigue,65,1
V3606,3606,Van,Average,Drunk Driving,54,3
V3607,3607,Truck,Poor,Overspeeding,44,1
V3608,3608,Van,Good,Distracted,64,3
V3609,3609,Van,Average,Fatigue,59,1
V3610,3610,Bicycle,Good,Normal,62,2
V3611,3611,Bicycle,Average,Fatigue,40,1
V3612,3612,Bike,Good,Overspeeding,18,2
V3613,3613,Auto,Good,Fatigue,38,4
V3614,3614,Bicycle,Poor,Drunk Driving,18,4
V3615,3615,Bicycle,Good,Normal,56,4
V3616,3616,Bicycle,Average,Fatigue,32,4
V3617,3617,Truck,Average,Normal,56,1
V3618,3618,Bicycle,Poor,Fatigue,40,5
V3619,3619,Bicycle,Average,Normal,44,5
V3620,3620,Van,Average,Drunk Driving,54,5
V3621,3621,Car,Poor,Overspeeding,54,3
V3622,3622,Van,Poor,Distracted,61,1
V3623,3623,Truck,Good,Fatigue,23,1
V3624,3624,Bike,Average,Drunk Driving,30,1
V3625,3625,Bicycle,Good,Fatigue,57,5
V3626,3626,Car,Poor,Overspeeding,25,5
V3627,3627,Car,Good,Overspeeding,61,3
V3628,3628,Bus,Average,Distracted,65,3
V3629,3629,Auto,Poor,Normal,61,1
V3630,3630,Bike,Good,Fatigue,27,5
V3631,3631,Bus,Good,Fatigue,46,4
V3632,3632,Auto,Average,Fatigue,28,3
V3633,3633,Truck,Poor,Fatigue,62,3
V3634,3634,Van,Poor,Normal,56,2
V3635,3635,Bike,Poor,Overspeeding,56,2
V3636,3636,Van,Average,Overspeeding,58,5
V3637,3637,Car,Poor,Drunk Driving,53,4
V3638,3638,Car,Average,Fatigue,24,2
V3639,3639,Bicycle,Poor,Overspeeding,32,3
V3640,3640,Van,Average,Distracted,29,3
V3641,3641,Auto,Poor,Normal,64,5
V3642,3642,Bus,Good,Normal,52,4
V3643,3643,Bike,Good,Overspeeding,22,1
V3644,3644,Bus,Average,Normal,20,5
V3645,3645,Bus,Good,Fatigue,32,2
V3646,3646,Truck,Poor,Distracted,37,4
V3647,3647,Truck,Poor,Normal,38,3
V3648,3648,Bicycle,Average,Distracted,32,1
V3649,3649,Truck,Average,Distracted,37,4
V3650,3650,Car,Average,Overspeeding,62,2
V3651,3651,Car,Poor,Distracted,65,3
V3652,3652,Truck,Good,Normal,23,1
V3653,3653,Bus,Poor,Drunk Driving,42,4
V3654,3654,Auto,Poor,Overspeeding,31,2
